county,year,f_0,f_1,f_5,f_10,f_15,f_20,f_25,f_30,f_35,f_40,f_45,f_50,f_55,f_60,f_65,f_70,f_75,f_80,f_85,f_90,m_0,m_1,m_5,m_10,m_15,m_20,m_25,m_30,m_35,m_40,m_45,m_50,m_55,m_60,m_65,m_70,m_75,m_80,m_85,m_90,total_population,children_under_5,working_age,elderly_65plus,sex_ratio,dependency_ratio,child_dependency_ratio,elderly_dependency_ratio,pct_children,pct_elderly
Baringo,2023,10303.400390625,39687.06640625,49584.3828125,50200.45703125,43336.5078125,33343.8671875,25333.458984375,20323.31640625,16639.0546875,13701.373046875,12507.279296875,10428.56640625,7656.7451171875,5969.03271484375,4328.078125,2894.021240234375,1760.12548828125,1148.126220703125,727.8500366210938,543.987060546875,10812.1201171875,41611.46484375,51931.953125,52714.30859375,46099.0859375,34803.703125,24756.2734375,20678.08984375,17236.06640625,13942.27734375,11896.298828125,9364.72265625,7301.001953125,5744.7666015625,3915.931396484375,2653.417724609375,1457.6021728515625,663.78564453125,343.75115966796875,219.63638305664062,708562.9537658691,102414.0517578125,381061.48779296875,20656.31265258789,102.20581978523022,32.29672070069298,26.87599115590873,5.420729544784251,14.453768887224838,2.91524028215189
Bomet,2023,12533.171875,48275.78515625,63133.921875,68923.7890625,62879.984375,47461.16796875,38088.640625,35208.37890625,21665.943359375,20824.37109375,19409.634765625,12535.1630859375,11502.99609375,8047.5361328125,5489.71826171875,3514.32763671875,2555.68310546875,1867.440185546875,1075.980712890625,603.9053344726562,12971.08984375,49920.46875,65652.75,68690.515625,63227.15625,45317.4296875,34797.12109375,32184.00390625,26981.82421875,21832.6015625,19060.341796875,12186.388671875,10141.498046875,7481.876953125,4766.7353515625,3097.162841796875,1795.0811767578125,890.177001953125,476.1988830566406,287.16168212890625,967355.1229553223,123700.515625,550834.05859375,26419.572174072266,99.20923069927822,27.25323270356972,22.45694754983031,4.796285153739409,12.787497857776184,2.7311141014438465
Bungoma,2023,28973.171875,111597.828125,152719.578125,163260.921875,143724.71875,94462.9921875,73330.5234375,67723.328125,52460.21875,48832.61328125,39325.4921875,35320.1875,30322.548828125,21765.943359375,14028.576171875,8124.0849609375,5980.80859375,3737.676513671875,1747.2164306640625,945.5968627929688,28937.93359375,111367.9375,153464.671875,160636.890625,143137.46875,90282.59375,63852.328125,59712.5546875,51513.671875,43829.25390625,36564.6484375,29133.673828125,25707.46484375,18584.642578125,10971.8515625,6305.44140625,4216.615234375,2097.491455078125,979.2483520507812,553.6832275390625,2140234.0915527344,280876.87109375,1169586.8671875,59688.290771484375,94.85298775364386,29.11841534987391,24.015050012417912,5.103365337455997,13.12365185669828,2.7888673957240195
Busia,2023,12973.8642578125,49968.1171875,67285.78125,73471.125,67562.046875,45237.37109375,35258.91015625,31754.478515625,24673.37109375,21978.16015625,17390.3671875,17701.400390625,14887.740234375,11092.666015625,7390.505859375,4638.22998046875,3197.4345703125,2005.88623046875,1033.3602294921875,604.7291259765625,12905.0625,49660.7890625,65725.9921875,71359.59375,65357.67578125,41890.140625,28801.53515625,26803.3125,24048.669921875,19884.236328125,15183.740234375,13345.4296875,11427.1875,8363.2890625,5217.9931640625,3383.9619140625,2209.66650390625,1088.0198974609375,528.8722534179688,301.865478515625,977592.578918457,125507.8330078125,542641.728515625,31600.52520751953,91.64515808829572,28.95250216843731,23.129041946540717,5.823460221896594,12.83846008187439,3.2324841543376115
Elgeyo-Marakwet,2023,6190.64599609375,23845.3828125,29875.2890625,30641.646484375,28005.80078125,21175.427734375,16177.5849609375,13760.486328125,10945.126953125,9359.669921875,8638.91015625,6280.740234375,5528.30078125,4093.552490234375,2930.16064453125,2009.472900390625,1397.157958984375,892.9173583984375,476.3018493652344,292.642578125,6275.5263671875,24151.953125,30766.74609375,30433.302734375,28129.98828125,22523.26171875,16356.7060546875,13802.603515625,11835.9501953125,9706.73046875,8598.884765625,5793.8349609375,5238.0908203125,3835.16015625,2748.689697265625,1667.431884765625,1073.02880859375,505.0223388671875,223.68521118164062,125.61302185058594,446309.42820739746,60463.50830078125,249786.81127929688,14342.124252319336,100.57298587714256,29.947791146369752,24.2060451435022,5.741746002867549,13.54744141158591,3.213493452272451
Embu,2023,7034.42431640625,27095.48828125,32229.591796875,35905.9609375,36391.2109375,29163.6796875,23911.296875,24486.26953125,25701.05859375,21068.705078125,18474.57421875,16900.001953125,13828.072265625,8901.3037109375,6896.392578125,4519.22021484375,2889.136962890625,2278.153564453125,1594.026123046875,1004.3604125976562,7252.67333984375,27912.59765625,32668.248046875,36307.91796875,37098.75,31628.87890625,26245.701171875,26035.353515625,26725.31640625,22068.046875,18320.6328125,15526.4072265625,12951.8037109375,8185.4443359375,6045.6083984375,3299.71337890625,2065.45849609375,1186.20068359375,635.3145751953125,344.37701416015625,682777.3725585938,69295.18359375,443612.5078125,32757.96240234375,100.65580194473563,23.005019966485744,15.62065594936713,7.384364017118614,10.149015825477331,4.797751612592078
Garissa,2023,15688.041015625,60427.1484375,82288.6171875,74260.125,62969.6953125,47901.7734375,40273.36328125,29505.064453125,28235.55859375,21693.2890625,12117.7802734375,11795.6142578125,4726.10009765625,6009.86376953125,2063.145263671875,2587.54931640625,999.928466796875,653.347900390625,1111.33935546875,1266.3271484375,17411.58984375,67009.3671875,94551.09375,94292.125,78157.40625,56032.6953125,35216.265625,28454.234375,23702.17578125,24751.259765625,15158.8759765625,16831.474609375,7588.1240234375,8603.9462890625,2864.001953125,3212.158203125,1364.399169921875,723.9288940429688,880.4830932617188,740.9574584960938,1084120.2341918945,160536.146484375,559724.560546875,18467.56622314453,114.01037892508037,31.980678591738982,28.681276077562913,3.2994025141760663,14.807965151950048,1.7034610775353984
HomaBay,2023,17045.025390625,65654.734375,84465.765625,91157.859375,75907.1015625,55716.1796875,44234.328125,42090.80859375,29224.08203125,25421.75,20523.587890625,16989.380859375,16341.5390625,13411.5517578125,9618.77734375,6221.705078125,3941.14892578125,2386.77587890625,1257.3748779296875,752.367919921875,17234.21484375,66327.5,83935.78125,90568.265625,74333.6875,49285.515625,35659.55859375,33581.12890625,30306.03125,23819.52734375,16230.57421875,12618.162109375,11367.052734375,9298.3974609375,6465.5185546875,4244.083984375,2472.2080078125,1183.197509765625,616.7333374023438,395.01568603515625,1192303.9989013672,166261.474609375,636359.9453125,39554.90710449219,91.57729698657674,32.34276186456017,26.126954695070925,6.215807169489241,13.944553969673375,3.317518614459025
Isiolo,2023,6299.98095703125,24266.5234375,29093.65625,26672.1875,22374.53515625,18100.873046875,14511.3251953125,12435.2041015625,9843.1875,6901.7119140625,5306.95263671875,4414.0224609375,3780.94580078125,2937.81787109375,1624.3631591796875,1238.0067138671875,637.2286376953125,426.3924255371094,357.45452880859375,306.630615234375,6447.24072265625,24812.814453125,30728.96484375,29664.94921875,26570.8515625,19989.625,15740.4375,14131.5478515625,11180.302734375,8672.9140625,6001.8720703125,5258.50048828125,3862.261474609375,3592.77978515625,1763.9805908203125,1294.155517578125,728.3033447265625,347.40478515625,217.46385192871094,157.18844604492188,402692.5582122803,61826.5595703125,215607.66821289062,9098.572616577148,110.2514806659938,32.89545904130752,28.675491963145326,4.219967078162189,15.353290819375037,2.259434010146474
Kajiado,2023,21395.0546875,82401.6875,91182.9609375,82476.6015625,72626.546875,87372.25,79117.4375,63555.4609375,50824.81640625,36242.6328125,27340.82421875,21030.693359375,13416.2802734375,9038.181640625,5150.23486328125,3250.5302734375,1963.50634765625,1231.863037109375,745.8973388671875,512.1262817382812,21945.20703125,84449.1171875,92567.9765625,79335.8515625,67118.7578125,77876.0625,77009.4375,67728.6640625,56491.421875,40270.0703125,31712.1171875,23855.740234375,14801.1005859375,8979.126953125,4961.8173828125,3028.490966796875,1722.2178955078125,771.4151611328125,371.19793701171875,215.86888122558594,1506087.2464447021,210191.06640625,926407.623046875,23925.16636657715,100.57746886628985,25.271406122807903,22.68883169537721,2.582574427430696,13.956101607156624,1.5885644356298312
Kakamega,2023,21101.0234375,81277.796875,114950.796875,125735.921875,111614.234375,71400.4609375,56739.078125,55530.75,43222.0703125,39848.140625,32141.755859375,31062.466796875,25918.2734375,20370.234375,13668.0595703125,7992.4013671875,6117.8251953125,3585.8291015625,1505.2801513671875,747.8992919921875,20996.8828125,80808.484375,114524.453125,122358.0078125,108765.9453125,67522.828125,46412.609375,45776.06640625,41637.17578125,35718.3515625,28609.69140625,24610.6484375,21191.8359375,16360.3486328125,10571.7734375,6602.0712890625,4146.93408203125,1955.732666015625,906.4873046875,493.0936279296875,1664499.7200927734,204184.1875,924452.9658203125,58293.38708496094,92.53225975064845,28.39274514653665,22.08702822634328,6.305716920193377,12.267000410707157,3.5021566168669507
Kericho,2023,12200.095703125,46992.828125,60422.703125,65478.15234375,60316.41796875,48181.63671875,40249.2109375,36857.44921875,24446.89453125,21982.076171875,19615.71875,13570.126953125,12402.48828125,8796.126953125,5680.25,3386.662353515625,2232.49951171875,1600.82421875,996.3909912109375,655.85888671875,12529.4296875,48220.6875,61769.1171875,65091.94921875,60102.9609375,47191.6640625,38570.546875,35913.76953125,29867.3828125,24391.51953125,20441.84765625,13471.265625,11481.158203125,8109.1982421875,5504.517578125,3532.132080078125,1850.3919677734375,856.5516357421875,453.7578125,287.8739013671875,975702.1337890625,119943.041015625,575959.4599609375,27037.7109375,100.73515160057069,25.519287757352483,20.824910319861704,4.694377437490782,12.292997715382217,2.7711029832948273
Kiambu,2023,35371.66796875,136246.03125,141123.296875,132648.78125,142613.4375,183033.6875,160759.1875,136063.703125,125604.375,91319.6796875,71458.4375,57307.0859375,38278.6796875,22791.12109375,15662.29296875,10062.943359375,7515.9638671875,5074.94384765625,2605.221923828125,1432.526123046875,36129.42578125,139047.5,141627.46875,129580.3515625,126220.8203125,164752.1875,157266.265625,140174.40625,123599.3359375,94649.09375,75202.828125,59130.3125,40292.08203125,22584.0703125,13965.771484375,8737.400390625,4799.44287109375,2113.2763671875,991.6385498046875,559.7302856445312,2998396.472351074,346794.625,2033100.796875,73521.15203857422,97.65654009137783,20.67363200509415,17.057424085074608,3.6162079200195443,11.566002968515859,2.452015692938883
Kilifi,2023,23887.271484375,92009.9765625,112301.640625,113425.578125,103572.53125,82967.53125,68546.828125,58517.1953125,42053.93359375,41792.296875,28722.029296875,25034.107421875,19632.919921875,20523.583984375,11813.4833984375,7193.83447265625,4654.0029296875,2705.460205078125,1385.89697265625,771.3251953125,24287.158203125,93471.421875,113888.3984375,112480.7421875,102665.046875,78878.765625,60646.38671875,48463.22265625,40261.1171875,35667.234375,29373.154296875,23591.587890625,17733.251953125,13135.72265625,9458.212890625,5229.67626953125,3475.1240234375,1496.2593994140625,559.227783203125,269.84832763671875,1676542.9866333008,233655.828125,941778.447265625,49012.35186767578,94.60484609793805,30.01429697328275,24.810063216396614,5.204233756886139,13.936763327149093,2.9234175478016495
Kirinyaga,2023,8961.0224609375,34516.4375,40648.37109375,43837.87109375,45246.25,35511.71875,31118.333984375,35994.16015625,41827.16015625,34676.78125,29731.732421875,27318.224609375,21186.673828125,12778.9404296875,9837.4296875,6789.59765625,4160.02880859375,3241.38037109375,2344.919189453125,1478.6888427734375,9010.728515625,34678.64453125,40860.74609375,43657.24609375,45616.29296875,37271.375,31447.107421875,36518.40625,41373.2109375,34783.55078125,29463.041015625,26564.6796875,20650.916015625,12334.673828125,8396.9501953125,5086.1875,2907.712646484375,1473.896240234375,783.2753295898438,468.8877258300781,934553.2510681152,87166.8330078125,631413.2294921875,46968.954193115234,98.3323221386675,21.243740380417133,13.805037483601065,7.438702896816067,9.327112490185893,5.025818928930342
Kisii,2023,15476.478515625,59612.94140625,84811.640625,96482.0,82537.84375,59465.39453125,52876.9140625,52741.609375,35834.80078125,30085.1640625,29916.642578125,18477.291015625,22834.771484375,17330.390625,10892.921875,6279.689453125,3766.6435546875,2556.75732421875,1572.03076171875,1021.4488525390625,15599.009765625,60034.26171875,85099.7578125,96043.484375,79765.1328125,51261.98046875,41756.9921875,40995.16796875,35240.375,29501.0703125,23565.1171875,18098.185546875,19905.51953125,14281.599609375,8496.921875,5075.41162109375,2952.443359375,1443.755126953125,747.9761352539062,466.85504150390625,1314904.3920898438,150722.69140625,756471.962890625,45272.85498046875,92.07647285336634,25.909162004865593,19.924425332342732,5.9847366725228595,11.462635026011196,3.443052989465974
Kisumu,2023,16636.203125,64080.01171875,79803.515625,89268.90625,82136.296875,69850.265625,57808.81640625,50336.0546875,37207.1328125,28732.6328125,20603.208984375,19600.140625,17216.328125,13841.3466796875,9491.2958984375,5701.021484375,3759.4384765625,2254.509765625,1105.344482421875,617.8745727539062,16594.3984375,63865.109375,79793.3671875,87203.796875,76689.3203125,61783.75,51064.16015625,47850.15234375,42287.77734375,32152.26171875,21779.671875,16920.890625,13690.619140625,10509.0625,7122.2568359375,4498.408203125,2500.89794921875,1119.88818359375,541.3726806640625,319.24267578125,1308336.7494506836,161175.72265625,772059.8896484375,39031.551208496094,95.25946955354699,25.9315729970005,20.8760647738924,5.055508223108101,12.319131349319738,2.983295487563414
Kitui,2023,13752.26953125,52971.55859375,72071.453125,86811.1640625,81901.0546875,48626.7421875,37421.0234375,37952.85546875,36423.0390625,31385.728515625,29786.169921875,23131.48828125,18135.23828125,14426.337890625,11730.6220703125,8778.4658203125,5212.5966796875,3641.161865234375,2595.396728515625,1943.741455078125,14048.677734375,54067.6640625,73756.8359375,87844.5625,83338.9921875,48977.4921875,33622.12109375,32269.201171875,30583.861328125,26704.470703125,24291.537109375,19328.560546875,15555.4462890625,11954.2294921875,8969.7158203125,5755.00341796875,3929.05419921875,2225.96142578125,1221.792724609375,780.883544921875,1197924.1711425781,134840.169921875,685815.58984375,56784.395751953125,93.62014467146862,27.941121273939856,19.661286783025123,8.279834490914732,11.256152365075383,4.740232906210771
Kwale,2023,15812.4287109375,60906.50390625,72862.125,69783.3046875,59265.90625,46001.57421875,39545.9921875,33692.3046875,27127.6875,24572.05859375,17745.37109375,12317.052734375,10447.083984375,11043.658203125,6980.95751953125,4362.08251953125,2277.428466796875,1351.5048828125,840.3342895507812,550.7169189453125,16101.896484375,61969.1640625,74790.90625,70198.8359375,59324.046875,41263.59375,33814.27734375,29260.57421875,25336.44921875,22574.486328125,18390.7578125,14462.66796875,10835.35546875,8644.060546875,6127.20947265625,3468.6357421875,2162.837158203125,975.9602661132812,403.9051513671875,197.6370086669922,1017789.3334197998,154789.9931640625,545664.958984375,29699.209396362305,96.67955910791034,33.809977995253234,28.367222526468826,5.442755468784415,15.208451108832504,2.9180114608366106
Laikipia,2023,7699.4765625,29657.16015625,34712.953125,34942.64453125,32504.197265625,25390.59375,20976.505859375,20331.71875,18869.521484375,15741.474609375,13519.681640625,12294.6572265625,9388.7685546875,6303.8408203125,4573.25,3070.599365234375,2182.59375,1281.78955078125,595.7273559570312,344.10675048828125,7941.06201171875,30561.92578125,35552.984375,36184.765625,33980.5859375,25540.296875,20809.5546875,20322.046875,19601.89453125,16313.5390625,13554.2080078125,11866.36328125,9051.3134765625,5683.23095703125,3884.9296875,2780.969482421875,1739.7041015625,779.2291870117188,347.8217468261719,186.9756317138672,591064.6624298096,75859.62451171875,352043.99365234375,21767.69660949707,100.78202675141235,27.731568463464924,21.548336537345637,6.183231926119285,12.834403633583369,3.6827944543346876
Lamu,2023,2305.177001953125,8879.17578125,10690.439453125,10426.01953125,9211.9033203125,7315.89794921875,6012.6748046875,5503.08251953125,4816.13671875,4107.8583984375,3415.305419921875,2699.705322265625,2296.459716796875,1729.357177734375,1136.3021240234375,691.404052734375,367.61566162109375,205.24722290039062,118.10994720458984,95.88740539550781,2436.49169921875,9377.068359375,11040.16015625,10852.533203125,9832.38671875,9180.564453125,7984.57861328125,6848.42333984375,5756.02294921875,4944.6630859375,4152.8564453125,3258.7841796875,2518.827392578125,1784.929931640625,1167.784912109375,738.4143676757812,416.580322265625,170.7437744140625,73.13218688964844,40.34027862548828,174599.0458984375,22997.912841796875,103370.41845703125,5221.562255859375,112.86398831361146,27.29937202429576,22.2480601172729,5.05131190702286,13.171843364582031,2.9906018265968672
